TREATMENT,TR,LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
TSA,TTR33,Track_315,43,43,12,0,0,0,0,0,19805.451,1800.495546,21605.94655,8.028274208,611.7855274,579.8238605,0,0.001118387,0.002593635,3.27E-04,0.001224181,7.35E-04,1.35105292,22.15014958,9.528133613,0.362447855,4.05E-04,0.362447855,8.93E-04
TSA,TTR33,Track_316,44,44,13,0,0,0,0,0,21605.94655,0,21605.94655,2.204776698,574.2742175,582.2424553,0,9.97E-04,0.002465884,3.23E-05,8.54E-04,8.13E-04,1.24566379,21.53269826,5.180555381,0.102392031,1.02E-04,0.102392031,8.65E-04
TSA,TTR33,Track_317,45,45,13,0,0,0,0,0,21605.94655,0,21605.94655,22.6437867,328.5008861,596.9052187,0,0.001865915,0.003850986,7.19E-04,0.001871692,9.47E-04,1.340078299,40.31485087,23.9941093,0.561673582,0.001048035,0.561673582,7.16E-04
TSA,TTR33,Track_318,46,46,13,0,0,0,0,0,21605.94655,0,21605.94655,8.247050168,249.5535972,591.7540584,0,8.31E-04,0.00159106,3.26E-04,9.50E-04,4.14E-04,1.380587624,17.9550759,9.210259012,0.459315807,3.82E-04,0.459315807,6.54E-04
TSA,TTR33,Track_320,48,48,13,0,0,0,0,0,21605.94655,0,21605.94655,31.47012414,595.1106806,619.8485837,0,0.002045762,0.00642776,7.32E-04,0.001447763,0.001741175,1.365247891,44.20061998,31.47012414,0.711983772,0.001456549,0.711983772,6.51E-04
TSA,TTR33,Track_321,49,49,13,0,0,0,0,0,21605.94655,0,21605.94655,53.62527179,299.5902795,631.8479424,0,0.002989136,0.013574398,1.60E-04,0.002218619,0.0037345,1.440075031,64.58311827,55.03625727,0.830329554,0.002481968,0.830329554,6.42E-04
TSA,TTR33,Track_322,50,50,13,0,0,0,0,0,21605.94655,0,21605.94655,7.743029108,239.3524882,625.3756767,0,6.22E-04,0.002174004,1.60E-04,4.83E-04,5.73E-04,1.264015922,13.44272564,7.980414824,0.576001424,3.58E-04,0.576001424,7.58E-04
TSA,TTR33,Track_323,51,51,13,0,0,0,0,0,21605.94655,0,21605.94655,2.806248469,604.3210947,649.8333649,0,0.001035922,0.002243691,2.21E-04,0.001003782,5.44E-04,1.433570238,22.38207459,5.049910093,0.125379283,1.30E-04,0.125379283,0.001160259
TSA,TTR33,Track_324,52,52,12,0,0,0,0,0,19805.451,1800.495546,21605.94655,12.94179971,637.3762972,638.3633581,0,0.001557593,0.006534579,2.24E-04,0.001005758,0.001730713,1.158727586,30.84882987,15.30390191,0.419523196,6.53E-04,0.419523196,7.83E-04
TSA,TTR33,Track_325,53,53,13,0,0,0,0,0,21605.94655,0,21605.94655,5.500990673,248.9627006,677.7365659,0,8.01E-04,0.002440617,4.61E-05,9.30E-04,7.82E-04,1.251632067,17.31675326,6.907344501,0.31766871,2.55E-04,0.31766871,9.37E-04
TSA,TTR33,Track_326,54,54,13,0,0,0,0,0,21605.94655,0,21605.94655,21.00113565,594.8859365,677.8866361,0,0.0015703,0.003732337,4.02E-04,0.001115354,0.001195353,1.413414579,33.92782098,21.12193125,0.618994531,9.72E-04,0.618994531,6.23E-04
TSA,TTR33,Track_327,55,55,12,1,0,0,0,1,21605.94655,0,21605.94655,10.71658261,608.7768457,704.0278824,0,0.00156115,0.004553164,3.83E-04,0.001532912,0.001183078,1.152281592,33.84964202,12.69360656,0.316593676,4.96E-04,0.317715538,5.53E-04
